feeder_code,lt_consumer_count,ht_consumer_count,lt_consumption,ht_consumption,lt_billed_amount,ht_billed_amount,lt_collected_amount,ht_collected_amount,month_date,month_name,month_number,si_no,region,circle,subdivision,section,substation_code,substation_name,feeder_line_length_km,manufacturer_name,msn,mf,mect,mept,mode,voltage_level,feeder_category,is_nfms_feeder,lat,long,dcu_no,division,feeder_name,year,month,Total_Billed_Amount,Total_Collection,Revenue_Gap,Total_Consumption
222705,2995.0,0.0,1054466.0,,7971849.0,,7493390.0,,2025-10-01,October,10,73.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,,L and T,19408925,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222705-11 KV 0.25  MHU (SAIDAPETSS),2025,10,7971849.0,7493390.0,478459.0,1054466.0
222704,2320.0,0.0,181915.0,,1746837.0,,1734739.0,,2025-10-01,October,10,75.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,5.011,L and T,19408924,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222704-11 KV  Saidapet ,2025,10,1746837.0,1734739.0,12098.0,181915.0
222703,2920.0,0.0,915231.0,,6669803.0,,6458977.0,,2025-10-01,October,10,72.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,4.247,L and T,19408923,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222703-11 KV  GUINDY,2025,10,6669803.0,6458977.0,210826.0,915231.0
222702,535.0,1.0,27272.0,51072.0,331707.0,873366.0,64881.0,873366.0,2025-10-01,October,10,37.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,1.66,L and T,19408922,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222702-11 KV  RAJBHAVAN,2025,10,1205073.0,938247.0,266826.0,78344.0
222701,4852.0,0.0,979582.0,,5213267.0,,5067676.0,,2025-10-01,October,10,71.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,3.458,L and T,19408921,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222701-11 KV  KULAKARAI,2025,10,5213267.0,5067676.0,145591.0,979582.0
222626,635.0,0.0,400964.0,,4400496.0,,4417581.0,,2025-10-01,October,10,158.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.001,L and T,19408788,600.0,100.0,600.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222626-11KV ARCOT STREET,2025,10,4400496.0,4417581.0,-17085.0,400964.0
222624,414.0,1.0,421888.0,94823.0,4893076.0,1559460.0,4812740.0,0.0,2025-10-01,October,10,35.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.337,L and T,19408790,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222624-11 KV TTD,2025,10,6452536.0,4812740.0,1639796.0,516711.0
222623,234.0,1.0,34350.0,387672.0,687604.0,1696711.0,598951.0,1696711.0,2025-10-01,October,10,34.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,0.991,L and T,19408904,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222623-11 KVHOLY ANGLES,2025,10,2384315.0,2295662.0,88653.0,422022.0
222622,651.0,0.0,159555.0,,2303473.0,,2293146.0,,2025-10-01,October,10,171.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.412,SECURE,Q0792322,30000.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222622-11 KVPONDY BAZAAR,2025,10,2303473.0,2293146.0,10327.0,159555.0
222620,1444.0,1.0,515379.0,42801.0,5281020.0,599174.0,5296422.0,599174.0,2025-10-01,October,10,33.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,3.267,HPL,05021959,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222620-11 KV RAMAN,2025,10,5880194.0,5895596.0,-15402.0,558180.0
222617,486.0,2.0,499770.0,110853.0,7068564.0,1211904.0,6894247.0,1211904.0,2025-10-01,October,10,32.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,3.676,L and T,19408862,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222617-11 KV NORTH USMAN ROAD,2025,10,8280468.0,8106151.0,174317.0,610623.0
222611,591.0,1.0,453680.0,92754.0,5800279.0,939117.0,5591719.0,939117.0,2025-10-01,October,10,31.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,,HPL,05021689,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222611-11 KV LOCAL,2025,10,6739396.0,6530836.0,208560.0,546434.0
222610,378.0,1.0,242734.0,340176.0,2908316.0,3842281.0,2855236.0,3842281.0,2025-10-01,October,10,30.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.733,L and T,19409924,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222610-11 KV ELDAMS,2025,10,6750597.0,6697517.0,53080.0,582910.0
222609,1252.0,0.0,867197.0,,8761121.0,,8776106.0,,2025-10-01,October,10,159.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR CENTRAL,2226.0,MAMBALAM 33 KV,3.741,HPL,05021684,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222609-11 KV ADYAR GATE,2025,10,8761121.0,8776106.0,-14985.0,867197.0
222608,525.0,2.0,111606.0,396060.0,1431801.0,1499505.0,1433193.0,1499505.0,2025-10-01,October,10,29.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.4,HPL,05021960,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222608-11 KV V. R .C ROAD,2025,10,2931306.0,2932698.0,-1392.0,507666.0
222606,726.0,1.0,430274.0,68322.0,4456211.0,589211.0,4305734.0,589211.0,2025-10-01,October,10,28.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.803,L and T,19408864,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222606-11 KV ALAIYAMMAN,2025,10,5045422.0,4894945.0,150477.0,498596.0
222605,808.0,1.0,667730.0,19036.0,7659427.0,539792.0,7672422.0,539792.0,2025-10-01,October,10,27.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.511,HPL,Q0792274,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222605-11 KV RAMASAMY,2025,10,8199219.0,8212214.0,-12995.0,686766.0
222604,650.0,1.0,597262.0,196056.0,6998568.0,742696.0,6866622.0,742696.0,2025-10-01,October,10,26.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.518,HPL,05021954,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222604-11 KV RAJAMANNAR,2025,10,7741264.0,7609318.0,131946.0,793318.0
222603,810.0,3.0,706988.0,106025.0,7710453.0,1653869.0,7546729.0,1393153.0,2025-10-01,October,10,25.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.748,HPL,05021953,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222603-11 KV BASHYAM ,2025,10,9364322.0,8939882.0,424440.0,813013.0
222602,115.0,4.0,236062.0,626540.0,3316899.0,5528584.0,3275513.0,5528584.0,2025-10-01,October,10,24.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.776,HPL,05021952,400.0,100.0,400.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222602-11 KV PANAGAL,2025,10,8845483.0,8804097.0,41386.0,862602.0
222515,1438.0,0.0,598644.0,,4273321.0,,4265731.0,,2025-10-01,October,10,68.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2225.0,WEST MAMBALAM 33 KV,1.9,L and T,19408920,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222515 11 KV  ARANGHANATHAN,2025,10,4273321.0,4265731.0,7590.0,598644.0
222514,1703.0,0.0,553615.0,,3598764.0,,3472552.0,,2025-10-01,October,10,1.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,4.731,L and T,19408748,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222514-11 KV   KALIKOIL,2025,10,3598764.0,3472552.0,126212.0,553615.0
222513,1347.0,0.0,534010.0,,3589875.0,,3496904.0,,2025-10-01,October,10,69.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,6.989,L and T,19410000,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222513-11 KV    UMAPATHY,2025,10,3589875.0,3496904.0,92971.0,534010.0
222512,1742.0,0.0,376225.0,,2196653.0,,2188504.0,,2025-10-01,October,10,67.0,Chennai North,Chennai  Central,WEST MAMBALAM II,WEST MAMBALAM II,2225.0,WEST MAMBALAM 33 KV,3.369,L and T,19409849,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222512 11 KV  MANGADUU,2025,10,2196653.0,2188504.0,8149.0,376225.0
222509,520.0,0.0,241898.0,,1627694.0,,1623556.0,,2025-10-01,October,10,65.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,2.288,L and T,19409850,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222509 11KV BRINDAVAN FDR,2025,10,1627694.0,1623556.0,4138.0,241898.0
222508,3373.0,1.0,1203869.0,11554.0,6954755.0,171205.0,6941124.0,171205.0,2025-10-01,October,10,23.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2225.0,WEST MAMBALAM 33 KV,4.387,L and T,19409847,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222508-11 KV   REDDYKUPPAM (PS),2025,10,7125960.0,7112329.0,13631.0,1215423.0
222507,2064.0,0.0,554926.0,,4544949.0,,4524237.0,,2025-10-01,October,10,63.0,Chennai North,Chennai  Central,WEST MAMBALAM II,WEST MAMBALAM II,2225.0,WEST MAMBALAM 33 KV,,L and T,19408747,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,22250711 KV ELLAIAMMAN FDR,2025,10,4544949.0,4524237.0,20712.0,554926.0
222506,2782.0,0.0,1087385.0,,9002834.0,,8991028.0,,2025-10-01,October,10,64.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,3.17,L and T,19408749,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,22250611 KV JUBLIE RD FDR,2025,10,9002834.0,8991028.0,11806.0,1087385.0
222505,478.0,0.0,20421.0,,259640.0,,180271.0,,2025-10-01,October,10,61.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2225.0,WEST MAMBALAM 33 KV,0.936,L and T,19409999,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222505-11 KV ESWARAN KOIL   FDR,2025,10,259640.0,180271.0,79369.0,20421.0
222504,583.0,0.0,177379.0,,1019753.0,,1004199.0,,2025-10-01,October,10,66.0,Chennai North,Chennai  Central,USMAN ROAD,USMANROAD,2225.0,WEST MAMBALAM 33 KV,3.362,L and T,19409996,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222504 11 KV CMWSSB FDR,2025,10,1019753.0,1004199.0,15554.0,177379.0
222503,648.0,2.0,285618.0,224221.0,4073583.0,1394979.0,5247019.0,1394979.0,2025-10-01,October,10,22.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2225.0,WEST MAMBALAM 33 KV,1.457,L and T,19409998,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222503-11 KV   MADLEY,2025,10,5468562.0,6641998.0,-1173436.0,509839.0
222502,899.0,1.0,413160.0,34737.0,3208390.0,513581.0,3169542.0,513581.0,2025-10-01,October,10,21.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2225.0,WEST MAMBALAM 33 KV,5.063,L and T,19409997,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222502-11 KV  LAKEVIEW ROAD,2025,10,3721971.0,3683123.0,38848.0,447897.0
222501,2312.0,0.0,322030.0,,1896785.0,,1861348.0,,2025-10-01,October,10,62.0,Chennai North,Chennai  Central,WEST MAMBALAM II,WEST MAMBALAM II,2225.0,WEST MAMBALAM 33 KV,1.823,L and T,19409848,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222501-11 KV KESAVAPERUMAL,2025,10,1896785.0,1861348.0,35437.0,322030.0
222417,681.0,2.0,121910.0,145104.0,2045626.0,1728775.0,2046659.0,1728775.0,2025-10-01,October,10,20.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2224.0,DMS 33 KV,3.044,L and T,19408986,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,Mylapore,222417-11KV G.N.CHETTY ROAD FEEDER,2025,10,3774401.0,3775434.0,-1033.0,267014.0
222416,213.0,2.0,143372.0,402441.0,1681944.0,1511680.0,1510735.0,1511680.0,2025-10-01,October,10,19.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,1.456,L and T,19408787,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222416-11KV KAMARAJAR MEMORIAL FEEDER,2025,10,3193624.0,3022415.0,171209.0,545813.0
222414,391.0,1.0,27957.0,69336.0,366878.0,1161098.0,367460.0,1161098.0,2025-10-01,October,10,17.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,3.818,SECURE,X0857431,400.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222414-11 KV ELDAMS ROAD,2025,10,1527976.0,1528558.0,-582.0,97293.0
222413,32.0,3.0,41509.0,169187.0,517873.0,2510663.0,488708.0,2510663.0,2025-10-01,October,10,16.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,0.922,L and T,19408786,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222413-11 KV K.M.ROY,2025,10,3028536.0,2999371.0,29165.0,210696.0
222406,1.0,0.0,1891.0,,31969.0,,51708.0,,2025-10-01,October,10,145.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,,L and T,19408987,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222406-STELLA MARIS,2025,10,31969.0,51708.0,-19739.0,1891.0
222405,17.0,0.0,97778.0,,1393440.0,,1338706.0,,2025-10-01,October,10,172.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,,HPL,19410069,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222405-11 KV J J Road,2025,10,1393440.0,1338706.0,54734.0,97778.0
222404,137.0,0.0,278817.0,,4106160.0,,1540364.0,,2025-10-01,October,10,168.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,,SECURE,Q0792342,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222404-11 KV  LOCAL,2025,10,4106160.0,1540364.0,2565796.0,278817.0
222403,1227.0,1.0,771772.0,98872.0,9286835.0,1330450.0,8997964.0,1330450.0,2025-10-01,October,10,15.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,2.953,L and T,19408690,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222403-11KV CENTURY PLAZA,2025,10,10617285.0,10328414.0,288871.0,870644.0
222402,311.0,4.0,208739.0,252350.0,2000949.0,3149694.0,2000826.0,3149694.0,2025-10-01,October,10,14.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2224.0,DMS 33 KV,2.374,HPL,05021899,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0468589,80.2489312,00460C22,TNagar,222402-11 KV RAILWAY ,2025,10,5150643.0,5150520.0,123.0,461089.0
220618,42.0,0.0,33338.0,,293927.0,,299629.0,,2025-10-01,October,10,187.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR II,2206.0,NANDANAM 110 KV ,0.691,SECURE,XC451371,1.0,1400.0,100.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220618-11KV CMRL FEEDER,2025,10,293927.0,299629.0,-5702.0,33338.0
220616,1335.0,1.0,832908.0,197160.0,8161110.0,626891.0,8048652.0,626891.0,2025-10-01,October,10,13.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,4.472,L and T,19409645,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220616-11 KV SIVAJI,2025,10,8788001.0,8675543.0,112458.0,1030068.0
220612,121.0,0.0,528069.0,,7877468.0,,7866748.0,,2025-10-01,October,10,167.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,2.37,GENUS,19409326,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220612-11 KV GUNA COMPLEX,2025,10,7877468.0,7866748.0,10720.0,528069.0
220611,3070.0,0.0,822342.0,,5555479.0,,5503840.0,,2025-10-01,October,10,70.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR CENTRAL,2206.0,NANDANAM 110 KV ,2.379,L and T,19409327,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220611-11 KV SOUTH BOAG ROAD,2025,10,5555479.0,5503840.0,51639.0,822342.0
220610,948.0,1.0,294817.0,65010.0,3043183.0,1300777.0,2941938.0,1300777.0,2025-10-01,October,10,12.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,2.21,L and T,19409643,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220610-11 KV S.I.E.T,2025,10,4343960.0,4242715.0,101245.0,359827.0
220605,30.0,1.0,37024.0,663100.0,522674.0,2914112.0,552990.0,2914112.0,2025-10-01,October,10,10.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,3.161,L and T,19409642,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220605-11 KV POULTRY,2025,10,3436786.0,3467102.0,-30316.0,700124.0
220604,47.0,0.0,124022.0,,1840899.0,,1745024.0,,2025-10-01,October,10,157.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR II,2206.0,NANDANAM 110 KV ,3.599,L and T,19409329,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220604-11 KV K.B DASAN ,2025,10,1840899.0,1745024.0,95875.0,124022.0
220603,1078.0,1.0,262528.0,155910.0,2381292.0,670510.0,2416164.0,0.0,2025-10-01,October,10,9.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,2.672,L and T,19409330,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220603-11 KV  VENKATANARAYANA ROAD ,2025,10,3051802.0,2416164.0,635638.0,418438.0
220602,883.0,3.0,458828.0,419870.0,4593548.0,1106171.0,4467974.0,1106171.0,2025-10-01,October,10,8.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,1.7,L and T,19409328,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220602-11 KV S.M NAGAR,2025,10,5699719.0,5574145.0,125574.0,878698.0
220601,1016.0,1.0,296641.0,46756.0,2519675.0,504768.0,2328279.0,504768.0,2025-10-01,October,10,7.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2206.0,NANDANAM 110 KV ,,L and T,19409641,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03238,80.24153,00450H21,TNagar,220601-11 KV TELEPHONE EXCHANGE ,2025,10,3024443.0,2833047.0,191396.0,343397.0
220512,407.0,0.0,40386.0,,715558.0,,717033.0,,2025-10-01,October,10,170.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2205.0,VALUVAR KOTTAM 110 KV,1.321,HPL,05022119,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,Mylapore,220512-11 KV GIRI  ROAD,2025,10,715558.0,717033.0,-1475.0,40386.0
220511,341.0,0.0,377567.0,,4137476.0,,4108186.0,,2025-10-01,October,10,165.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2205.0,VALUVAR KOTTAM 110 KV,3.014,HPL,05022116,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220511-11 KV  ABUTSBURRY ,2025,10,4137476.0,4108186.0,29290.0,377567.0
220510,507.0,1.0,352385.0,15210.0,4290631.0,335724.0,4141332.0,335724.0,2025-10-01,October,10,6.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2205.0,VALUVAR KOTTAM 110 KV,1.754,HPL,05022118,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220510-11KV KAMARAJ MEMORIAL,2025,10,4626355.0,4477056.0,149299.0,367595.0
220509,2185.0,0.0,1335660.0,,11351620.0,,11061034.0,,2025-10-01,October,10,164.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR NORTH,2205.0,VALUVAR KOTTAM 110 KV,3.735,HPL,05021690,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220509-11 KV  SIVASAILAM,2025,10,11351620.0,11061034.0,290586.0,1335660.0
220508,946.0,1.0,337722.0,49584.0,3574844.0,298618.0,3531165.0,298618.0,2025-10-01,October,10,5.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2205.0,VALUVAR KOTTAM 110 KV,3.15,HPL,05074272,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220508- 11 KV  GOKULAM COLONY,2025,10,3873462.0,3829783.0,43679.0,387306.0
220507,490.0,0.0,485549.0,,6439554.0,,6404813.0,,2025-10-01,October,10,166.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR NORTH,2205.0,VALUVAR KOTTAM 110 KV,2.884,HPL,05022111,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220507-11 KV  THRUMALAIPILLAIROAD,2025,10,6439554.0,6404813.0,34741.0,485549.0
220506,463.0,1.0,206458.0,18324.0,2898625.0,439804.0,2870517.0,439804.0,2025-10-01,October,10,4.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2205.0,VALUVAR KOTTAM 110 KV,1.435,HPL,05022117,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,Mylapore,220506-11 KV  CATHEDERAL GARDEN,2025,10,3338429.0,3310321.0,28108.0,224782.0
220505,490.0,1.0,478887.0,67556.0,5353563.0,437046.0,5294409.0,437046.0,2025-10-01,October,10,3.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2205.0,VALUVAR KOTTAM 110 KV,2.321,HPL,05022120,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220505-11 KV  G.N.CHETTY ROAD,2025,10,5790609.0,5731455.0,59154.0,546443.0
220504,1904.0,1.0,1650458.0,212996.0,18563105.0,1278809.0,18296424.0,1278809.0,2025-10-01,October,10,2.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2205.0,VALUVAR KOTTAM 110 KV,3.48,HPL,05022115,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,Mylapore,220504-11 KV NUNGAMBAKKAM,2025,10,19841914.0,19575233.0,266681.0,1863454.0
220502,88.0,0.0,171333.0,,2146891.0,,1795073.0,,2025-10-01,October,10,169.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR NORTH,2205.0,VALUVAR KOTTAM 110 KV,,HPL,05022114,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220502-11 KV  VALLUVAR KOTTAM,2025,10,2146891.0,1795073.0,351818.0,171333.0
225603,2444.0,0.0,24935.0,,350170.0,,197331.0,,2025-10-01,October,10,,,,,,,,,,,,,,,,,,,,,,,2025,10,350170.0,197331.0,152839.0,24935.0
